user_id,item_id,rating,timestamp
320,285,4,879438932
222,119,2,891550504
347,236,4,886523078
842,449,2,879444083
765,673,3,891310772
339,87,5,884991584
384,261,4,884153000
156,404,3,886890342
325,447,3,879877349
255,677,5,882150192
585,678,3,884062742
275,431,5,874792839
885,392,3,876033181
745,221,3,885075267
482,269,3,891917351
177,267,4,884837324
888,567,3,880179785
338,88,5,891033416
63,216,2,889737568
321,654,5,887313946
740,201,3,891455316
192,217,4,889126705
0,264,4,878542441
772,174,4,888539425
721,677,3,891280443
188,156,4,893265865
867,153,3,877107539
555,208,5,882136162
757,97,5,881976289
190,327,3,891562090
41,545,3,881105817
560,432,1,885808867
478,254,2,879460192
591,1318,1,882608234
681,7,3,888521833
453,196,4,881959961
236,8,4,879376730
400,224,1,891032474
757,143,4,881975267
415,42,1,886318186
720,392,5,877138200
547,297,4,891043882
20,564,3,874951898
159,125,3,876769148
477,177,4,889388562
794,1035,2,883255578
896,234,3,879993519
304,69,4,886324221
449,770,3,887835478
264,476,3,875320371
266,497,5,878971902
881,130,4,879876573
94,384,4,879196408
542,187,4,877545717
384,324,4,882175397
448,272,4,879959003
292,98,3,888906402
670,685,3,884036365
649,1118,3,891383303
242,654,4,879988104
405,523,4,879446361
933,572,2,891197530
829,412,1,891899475
659,808,2,891201565
742,99,5,881277962
930,684,4,891036902
639,777,4,886354499
145,1293,4,891457749
379,381,3,885478759
465,264,3,890285159
497,267,2,881954618
431,221,4,889416012
681,924,3,888520923
103,826,2,888466086
681,234,1,888521833
245,197,4,884922196
457,19,4,886394778
605,199,5,880923862
312,191,3,891015011
880,293,3,876535642
310,565,4,884366112
19,147,5,879668713
626,280,3,879531504
444,545,2,891200417
91,192,4,875654222
321,652,4,887314310
874,267,4,876464755
931,1138,2,891251562
536,698,4,886031149
594,747,2,886920655
329,404,5,876544872
841,305,4,891217942
120,627,3,891389037
536,458,3,886030381
15,203,5,877722736
652,410,2,878854906
651,306,4,882566890
100,251,3,877136628
304,734,4,886324128
842,664,3,879443482
756,180,3,888444314
600,97,3,876348526
558,196,4,891035111
932,68,4,874854009
326,91,4,887748006
247,289,3,884535582
936,136,3,876769480
302,563,1,879485447
870,1023,3,888192689
545,299,3,885139842
931,209,4,891250793
278,545,3,875296924
370,526,5,877487309
452,49,5,877562313
663,528,4,878090125
653,237,4,887864452
109,1209,3,886989191
4,384,4,875636185
93,82,4,885873653
806,522,3,892529519
658,196,5,891385080
233,1047,3,892335501
591,1022,1,882608873
803,1139,3,879446276
619,417,3,889988005
826,300,4,882201885
478,120,4,879460236
623,885,4,879792251
614,643,4,879448599
193,403,3,879522445
186,212,4,879465858
540,654,4,883864782
93,409,4,891721494
5,176,4,883600818
632,142,4,877211134
592,722,4,875671890
78,675,3,891271957
39,315,3,889041643
607,486,4,880406032
393,180,4,880886796
298,92,2,877877775
124,948,3,892838623
565,672,4,881649775
720,321,4,877136891
449,236,5,887660650
379,120,3,885479896
553,1041,3,876550610
622,641,3,891034472
808,306,5,891036809
773,201,5,888555964
292,302,4,888904220
262,1450,4,891299949
270,42,3,885849817
17,602,3,880129388
422,285,4,891394632
712,346,4,888882337
620,300,4,880226534
668,174,4,892550170
920,844,4,879379601
730,507,1,886186811
232,646,5,877661364
268,960,5,891457067
0,70,3,876892425
5,204,3,883600878
560,185,3,885809447
416,824,4,879646463
462,283,3,877385531
558,659,1,891034250
647,228,4,884882802
408,1072,4,881107750
536,646,4,886030891
485,1321,3,879875347
684,336,2,879451401
723,328,4,883757670
37,939,1,892434742
882,128,5,891755088
863,404,5,877214158
216,1227,2,889070050
386,971,2,886483859
373,1058,2,883627906
144,712,4,875270616
310,317,5,884364569
755,587,4,874829258
812,258,2,883752528
777,41,5,890670510
560,242,1,885807010
243,734,5,880605697
783,257,5,891387249
177,287,5,882823353
453,1034,3,888266601
377,216,3,880332683
202,6,3,880434438
263,515,5,886123655
23,78,4,875322796
463,256,4,878355088
794,1554,3,883249643
906,70,5,880159911
408,171,5,881107750
937,312,5,891349471
591,182,5,882955613
63,968,3,889737889
496,183,3,879310792
209,39,3,891035994
536,202,4,886031437
488,359,5,891362904
322,1049,5,878739988
223,214,4,888082612
270,624,3,885849606
550,23,5,892783142
794,149,3,883766579
712,749,3,888881939
48,1,1,888069606
659,230,2,891357371
822,94,4,878439257
64,293,4,879217320
28,1018,4,882821989
714,68,4,875963692
284,190,4,890595859
540,49,5,884046910
306,99,3,879206424
605,236,4,878148365
193,579,4,879525876
220,38,4,875245798
254,824,1,883216958
455,1058,4,881372052
439,750,3,891549397
935,15,4,886832596
268,662,4,891449880
129,292,5,874953769
145,261,4,891457714
343,567,5,884901419
552,588,5,879948964
689,648,4,881179906
370,522,4,880435210
441,155,4,883391221
748,172,5,878847740
531,600,3,888629518
818,303,4,879952565
499,275,5,883865290
850,91,5,875806791
59,133,4,883326215
278,686,4,878793072
377,37,3,880333383
641,216,2,886569659
862,332,5,889289123
120,317,5,891390013
379,629,2,885478780
732,1116,2,879536659
304,337,3,886308252
711,624,3,874956516
410,565,4,892845634
658,719,3,891386492
58,704,4,888205087
386,951,5,886484561
404,940,1,885546577
685,517,5,879546497
390,97,4,877399133
122,846,4,879873193
942,63,5,875409939
111,747,3,884992651
108,544,2,880583493
180,1094,1,878962955
325,432,2,879875644
546,331,3,891282681
528,322,4,882535091
881,214,5,879867816
384,605,4,879441599
221,97,4,878181387
12,435,2,882396869
19,251,4,879669697
522,154,4,883703091
48,92,5,888068912
478,751,3,889125284
300,257,4,882074363
922,925,4,880388383
144,411,4,888398492
647,1032,2,882212288
617,134,4,891307224
91,983,2,888469687
458,14,4,879563102
591,2,4,882608960
313,172,1,877889359
941,257,4,891282438
822,425,4,878437658
302,959,4,879467361
310,385,3,884365747
478,297,3,879459909
355,287,4,891406076
41,49,5,881107178
206,97,4,875509887
256,1009,4,882050150
526,708,5,879455961
346,257,4,881652077
275,40,3,874792277
548,251,3,881672538
189,627,4,891042883
642,11,5,891446720
649,1030,3,891369480
201,172,2,879726914
822,55,5,878438119
832,234,4,875036418
534,165,4,879618385
47,208,5,879434954
647,824,4,882212039
617,722,3,891309514
128,244,2,883245452
936,1006,4,876769373
773,673,2,888557683
649,927,2,891370093
338,150,4,891033676
285,210,4,879781579
341,814,4,875318629
58,698,4,888205370
704,283,3,883427190
302,178,5,879466491
637,221,4,876694787
232,482,5,876021170
629,686,3,885666301
228,343,5,891633028
783,330,4,891387155
396,345,4,890172230
867,418,3,877103449
326,233,5,887745840
649,560,3,891370113
392,818,3,889731592
527,184,4,886101652
30,318,4,881547788
515,901,5,891290565
45,689,5,883611274
292,976,2,888908088
853,280,3,882813047
275,412,3,877934705
455,176,4,881373900
749,268,4,879445755
926,1046,4,879181192
625,293,3,878771243
344,723,5,884993139
406,707,3,876344712
58,200,4,888204260
885,2,3,876032330
629,619,4,885667661
649,402,3,891381709
909,285,3,883760216
619,431,4,889988036
554,264,3,879975505
355,1293,4,891405721
434,203,3,884132366
190,271,4,891560631
388,238,3,880087939
698,545,3,879147769
111,689,4,884992462
711,50,3,874957293
845,385,3,883950154
302,283,4,879467465
649,94,3,891371186
777,233,3,890726231
180,455,1,878962586
746,944,4,888639481
397,356,4,875657926
633,689,3,877368446
600,356,4,876349150
473,1122,4,887923924
690,0,5,875543346
51,301,4,882922065
29,677,2,885942002
492,1125,2,884131517
377,284,4,880044312
41,272,3,881105817
715,660,3,879794870
177,1003,4,882827375
915,220,4,880843594
10,202,4,891905856
353,462,4,891217575
536,190,4,886030862
266,384,3,878972873
638,1019,4,891240136
89,165,4,891383423
535,79,2,882360802
746,844,2,888640046
881,134,5,879876806
863,393,3,888890432
236,189,4,879376515
832,1016,4,875036017
109,93,4,886989473
240,345,3,887249482
287,175,4,886373565
143,0,4,888104063
404,558,5,885548330
270,691,4,885849582
706,653,4,880061578
676,844,3,889399327
708,726,2,879849049
456,121,2,882396158
442,268,3,883504564
646,21,5,876534131
789,213,3,885156618
292,69,3,888907101
94,264,3,879196513
294,628,5,879518780
521,11,5,876960894
410,275,3,892845575
862,258,1,889289240
853,222,4,882814177
664,209,4,884293789
71,175,2,880037203
458,122,3,879563312
693,274,4,875727640
287,299,5,886372155
12,751,1,886952569
12,816,1,882396914
212,150,5,878955886
92,124,1,888705416
66,23,4,875379729
553,237,3,876232682
542,370,5,875665787
496,107,3,879309760
863,272,5,878179555
537,88,4,877109831
732,18,5,879535338
267,184,3,875309801
327,725,4,885049112
307,43,4,887740451
467,581,3,875287535
902,819,4,891031768
23,371,4,875323553
652,470,2,884405560
939,94,5,885921800
307,254,4,887741693
166,317,5,892738307
832,133,5,875038987
254,435,4,883216544
594,819,2,886921870
59,505,5,883327441
345,368,3,874948890
832,576,1,875135113
324,15,1,891478981
756,470,4,888444738
68,1143,5,882126156
449,468,4,882396153
587,651,2,890026339
180,973,4,878963417
333,186,4,891547107
711,626,4,874956515
373,788,4,882158609
436,225,1,880142942
605,248,3,880922503
114,82,3,881172183
481,285,3,887644023
726,750,3,883708208
320,854,3,879439733
931,707,4,891251647
517,863,3,876823324
641,256,5,886131546
795,545,4,893048505
935,92,5,886833795
652,377,3,890181185
189,596,2,891626023
659,656,2,891199579
504,87,4,889334334
215,180,3,880232597
565,383,3,881651360
143,326,3,888103444
353,142,4,891217547
272,320,4,891293048
845,379,3,883949380
289,166,2,880475807
404,1098,1,885549588
942,927,5,875502074
639,167,5,886354114
847,844,5,887046565
268,1102,5,891447773
252,258,2,891628883
266,87,4,878972873
21,376,1,878887116
362,1066,3,891496849
345,16,1,874950839
307,253,2,887742454
678,321,3,884312763
726,430,4,883711045
341,427,5,875320334
609,203,1,888703343
290,244,2,874805577
297,97,4,884127720
605,747,3,880921753
694,327,3,888806056
101,90,3,883748488
532,120,4,879192901
302,387,2,879544365
550,110,5,892783612
644,954,4,892054989
453,987,2,888015879
495,203,3,876066531
641,70,5,886131547
141,894,4,888640143
30,320,4,881547746
207,210,5,883108398
693,132,5,875727189
151,70,5,882900320
705,470,4,880997172
118,298,4,890626446
214,356,4,891435573
618,182,5,885953992
516,236,1,892659923
275,973,2,874786945
550,215,5,892777609
792,978,3,875104620
274,415,3,880314991
329,20,5,876544953
233,605,5,892318060
859,1060,3,879169685
468,151,4,879523947
312,193,4,891014499
215,279,2,880233043
406,208,5,875042378
862,876,1,889289277
39,269,3,889041477
435,72,4,887769444
832,186,5,875124348
294,93,4,879518339
94,590,5,880573287
523,415,4,884636152
294,209,4,879518378
591,181,5,882955662
373,465,5,880394929
845,673,4,883949046
591,55,5,882955948
58,1020,4,888204996
148,311,1,883512950
294,704,4,879517682
799,596,4,887646555
327,330,4,885045085
915,558,3,880845658
662,1016,2,889492679
909,22,4,881421332
577,249,2,888957735
392,64,2,887746346
108,372,5,880583241
486,171,4,883530409
644,495,3,892053686
393,801,1,881058201
335,93,3,877756890
626,287,3,879529381
360,523,4,879440386
523,1100,4,884635053
870,793,3,888193541
415,844,4,876697361
639,337,5,886353852
291,206,5,881105561
127,64,4,879968512
39,345,2,889041358
118,187,4,874781742
319,469,5,884751263
654,657,3,887427130
432,339,3,880585162
428,264,4,882386096
861,520,5,879304762
29,872,1,875061066
170,291,4,891034835
252,587,5,891628416
845,167,5,883947737
293,300,4,877818915
311,130,5,891699702
536,650,3,886030862
681,712,3,888517537
115,123,3,876453733
108,21,4,880572950
391,97,5,891038979
806,1049,5,892529311
560,477,4,885807290
681,149,4,888517197
594,507,5,886921199
57,1062,1,884304728
248,237,5,879572451
607,489,4,880405824
13,49,5,890881557
552,614,5,879949073
5,516,4,883602212
290,427,5,874871766
591,432,5,882956761
659,23,3,891198277
921,158,3,891447853
200,205,2,884112029
242,777,4,879988663
899,601,1,877834025
681,174,3,888517265
470,431,1,889827822
877,63,5,880866446
255,50,4,882165135
473,43,3,887926998
659,79,1,891201796
434,120,3,884133284
604,1039,2,879425689
235,734,5,890116599
845,750,5,883946938
853,199,5,882814121
86,1189,4,879876336
82,565,4,880308099
499,845,3,883865566
620,171,5,874965407
654,296,4,888474107
292,636,3,888907186
893,270,2,880993335
631,450,4,879459505
496,272,4,879310604
747,233,4,879454475
390,461,4,877399588
227,326,1,889387216
715,81,5,879796138
874,11,5,876465230
293,1006,4,877819761
668,245,4,892549497
415,237,4,876699179
382,735,5,891192949
177,789,3,882827870
221,391,4,881059920
791,110,3,877910126
886,476,1,881378570
776,244,5,875979241
103,299,3,888442275
188,134,4,893265535
346,55,5,881653736
874,54,3,876465370
392,612,4,887745937
115,1015,2,876453376
344,80,4,884992998
269,117,3,876956038
323,249,4,880575531
526,192,3,879455680
613,6,2,879464215
265,324,1,892257419
837,172,5,887065782
888,30,3,880178449
372,63,4,877098643
415,281,5,893213796
847,213,5,887048573
135,236,4,882693597
41,289,3,881106072
20,655,5,874951797
850,63,5,875731674
0,222,5,876892918
874,55,5,876466687
459,312,4,882910837
814,870,1,878693073
270,69,5,885849164
907,143,4,879722850
804,734,4,881698139
839,189,5,891211236
133,312,5,891732150
869,190,3,881001249
266,678,4,878974509
475,209,4,883364218
285,407,4,875806800
269,280,5,876956137
144,978,3,879161882
268,377,3,891449962
503,403,4,887910370
108,11,4,880577542
636,739,2,882903914
803,527,4,879443048
391,872,3,891037851
398,230,3,882350375
328,337,2,891655545
693,204,5,875726968
17,386,4,880130155
803,176,5,879441727
918,590,3,875289667
150,530,3,879524738
919,299,3,884220058
103,870,2,888465853
353,528,4,891217610
797,733,3,875639061
920,65,5,884673700
81,210,4,878769815
865,886,3,891221165
80,755,1,876534097
804,580,2,881695793
147,180,5,877399135
594,409,4,886921315
449,162,4,882377358
61,178,4,879374969
299,263,1,875650132
706,190,5,880061699
445,269,4,879786892
159,602,4,876861754
71,194,5,880037702
828,514,4,881698803
931,810,4,891250392
762,21,4,878921853
82,104,2,891182288
932,833,1,874938878
698,180,3,878882082
89,810,4,891384516
268,603,3,891448895
608,312,5,886894637
517,290,3,876823926
373,281,5,880392936
382,312,2,891192158
649,161,3,891382928
80,274,4,876533657
296,1135,3,875240053
6,449,4,892132425
660,299,3,876036477
478,150,4,879461914
869,44,5,875679795
362,97,3,891495402
802,258,2,880054971
456,754,4,882549356
434,393,4,884132873
804,321,2,879971215
928,478,4,879640329
877,922,3,880866687
503,734,5,887838510
200,802,2,884112282
293,880,3,889241707
770,85,5,880659539
832,29,4,875225297
804,921,5,881702716
420,878,4,892241274
861,184,5,879304571
183,201,3,889909768
392,116,4,887745575
212,0,2,878870719
210,525,4,879459952
42,68,4,875981421
366,435,4,876689962
385,1015,4,877654961
434,741,4,884132840
659,844,3,891198385
298,211,4,878191889
533,618,4,877807653
428,504,4,882384821
454,57,3,879111318
460,681,1,885355705
804,442,5,881695196
750,784,4,889298010
449,684,4,882374134
147,472,5,877399322
58,427,5,888205188
373,240,5,880939035
562,475,3,880507311
200,314,3,884111029
647,526,4,884368643
390,204,5,877399337
636,281,3,882903250
584,970,3,891282894
529,99,4,883784058
370,185,5,880435288
537,955,3,877107914
605,155,4,880924789
923,287,3,886065748
384,793,2,879448181
93,75,4,891720827
935,311,3,886831853
896,509,3,879990531
828,581,4,881699060
86,870,4,879876734
166,1125,5,892738418
387,689,5,886438540
871,1010,1,888479333
24,479,4,885852008
384,434,3,879443102
681,110,3,888521740
513,469,3,875462901
611,299,4,875324266
757,27,4,881975990
163,147,5,889402203
162,878,2,891219643
333,220,5,891544904
660,630,3,886841831
504,120,4,889334004
523,179,4,884634579
654,738,4,891585450
21,240,3,878888025
847,120,4,887043266
424,297,4,878738992
540,28,2,883865336
292,155,4,888905948
253,161,3,886472643
473,182,5,887924619
860,530,4,881274529
12,845,2,882141997
404,233,5,885548275
415,415,4,886319038
657,194,3,875148059
405,69,3,879793295
10,427,4,891905032
654,1642,5,887611511
500,287,4,883346694
487,133,2,891294707
115,510,4,876453519
183,1005,3,889910078
362,577,4,891497925
129,121,3,876251090
56,472,3,883697916
896,239,4,879993823
885,745,3,876032473
173,1000,1,886515030
650,293,1,879348880
624,479,4,891263589
879,688,4,880166577
435,552,3,887769777
373,196,5,882158940
768,119,1,885424401
727,288,3,879442761
45,287,2,883611307
899,283,2,877833287
909,507,4,880821349
144,759,2,888398123
466,454,3,879532744
304,80,3,886323335
177,1050,3,885784583
829,398,5,891561999
173,87,5,886513752
765,549,3,891310210
388,648,4,880165344
319,240,4,884750968
200,507,4,884140458
261,94,3,879793503
93,692,4,891720921
373,30,5,880396659
415,509,4,876698853
347,987,3,886522799
620,538,1,883799884
404,1473,1,885547645
200,96,2,884140115
434,4,2,884133046
167,1015,5,884287615
513,268,4,885180864
499,203,3,883874265
726,79,4,883713454
424,49,5,878738335
688,747,5,876674637
197,160,3,884208454
902,233,4,891033808
473,488,4,887923972
405,49,5,879445897
916,878,2,882910604
378,704,4,888646088
37,132,2,892429873
449,611,4,882396564
434,116,3,884131356
504,331,4,888631126
746,886,5,888638335
730,1268,3,886187652
473,507,3,887915437
188,184,5,893265428
112,123,3,875076307
143,21,5,888105439
253,388,3,886473852
255,865,4,882151198
565,484,3,881650242
37,139,5,892430309
467,55,5,875286450
827,301,4,891380166
573,749,3,891278962
845,565,5,883948874
752,68,4,891401851
729,327,2,880310201
797,288,3,875286981
327,257,5,885044482
536,707,3,886031860
814,583,3,878696355
748,156,3,878847364
421,294,3,875130063
143,513,5,888105197
755,94,3,874829258
392,568,4,889728736
585,264,5,884062405
353,506,3,891306892
867,157,1,877111328
436,736,1,880142614
752,97,5,891401366
541,398,2,886533172
206,683,3,875509307
531,864,2,888630531
547,1013,4,891043932
406,602,4,875044037
903,420,5,879735772
525,244,2,885682124
845,745,3,883949254
747,88,5,879454831
685,520,5,879546786
327,191,4,885045805
177,275,3,882823978
397,198,4,875721548
41,417,5,881108147
82,1042,3,880308807
311,643,5,891698987
221,195,5,878183110
533,404,3,877807935
147,494,4,877016735
609,590,3,888703316
879,126,5,880167066
607,217,4,880406862
342,1210,4,876406677
891,202,5,886609390
464,6,5,883529916
441,1097,4,883388237
746,1097,4,888640437
637,449,1,876695415
616,435,3,883789464
294,70,5,879517822
803,205,3,879445440
906,82,5,880159865
12,1,3,882397650
336,66,4,875236631
295,503,5,884197394
0,63,5,875072404
345,217,3,875263574
575,513,5,886986400
344,50,5,884993744
345,195,3,874950692
345,364,1,874951029
449,89,4,887660650
692,635,1,875483473
617,214,4,891307494
376,293,5,891296356
617,51,3,891307224
434,134,3,884131771
839,133,3,891204160
218,905,4,892039575
748,1027,4,878849149
2,301,2,889236939
618,297,5,885953778
704,684,5,883427190
805,88,5,882387756
391,22,5,891038466
845,522,4,883948048
6,609,5,891353086
380,123,5,892697690
554,273,4,879964240
324,473,5,891478392
916,762,3,882911480
478,225,3,879461280
797,706,2,875303559
20,978,2,874951416
302,117,2,879485623
591,343,4,888553156
509,312,5,887667439
467,272,2,875280499
503,101,3,887910409
229,116,5,880484320
434,162,3,884131489
196,719,2,891410039
654,1631,3,888685759
492,261,3,884129793
302,1334,3,879485048
588,325,1,883352600
529,180,3,886202320
589,14,3,879438936
815,325,4,891710803
159,173,5,876860807
140,1022,4,884585274
108,116,5,880564457
11,415,3,879959025
245,422,3,884920900
313,746,1,877889698
423,839,4,880859693
150,1202,5,879542670
513,171,4,875462726
249,495,4,878090499
307,470,3,887739382
378,1034,3,880962256
277,922,5,891295330
292,463,3,888906927
55,234,1,892911348
343,8,5,884814480
787,982,3,880871173
773,30,1,888558284
320,632,5,879440109
35,268,3,882157258
913,780,5,887123464
377,1310,4,880332949
520,203,4,884477853
636,8,1,882902924
307,508,4,887738717
893,256,3,880416315
669,510,4,877975285
910,479,4,892838823
61,7,5,879373820
748,158,4,878849956
646,249,3,876532975
771,293,4,877533625
502,65,3,880383468
877,214,2,880866687
869,167,4,875680472
221,928,1,881061213
398,290,3,882510126
394,215,3,883764378
652,142,3,880150104
915,69,4,880845099
666,68,3,891035104
404,525,1,885546154
869,721,2,879270213
826,689,3,882807503
294,141,4,879518590
496,66,3,879362858
465,326,3,890282956
746,267,5,888638091
346,96,4,881654101
845,95,4,883947694
330,159,5,877196702
715,654,4,879795838
561,117,3,879196483
235,65,2,890118507
28,285,5,882820663
709,356,4,882063649
748,738,3,878848558
895,366,4,887160227
681,155,5,888519207
647,227,5,884882702
550,154,4,892784259
656,921,4,884239123
640,335,3,879369943
229,210,5,880485181
153,88,5,879138910
648,146,4,891440214
845,45,4,883949199
453,251,2,881959336
889,631,5,882916538
254,983,1,883215902
6,614,4,891351585
22,746,3,874786903
661,812,3,880570194
10,404,3,891904016
242,24,3,879987875
590,12,4,891039637
302,992,2,879544576
404,1228,1,885546835
893,826,3,880993766
185,688,4,889817888
748,929,3,878849558
863,173,5,888887354
449,740,3,882376282
473,185,4,887925977
362,214,3,891496306
745,684,3,885075304
377,53,4,880056976
331,117,5,887938330
591,290,3,882609008
664,475,4,884291133
185,236,2,879023934
404,953,4,885547268
6,652,4,891351161
143,14,4,888104150
889,233,5,882404484
