uid,iid,rating,timestamp
796,306,2.0,879439190
12,420,2.0,882140389
654,994,3.0,887424991
746,222,5.0,888638913
373,279,3.0,880393811
392,67,4.0,889729537
850,326,4.0,890804671
909,309,3.0,881420170
270,53,3.0,885849188
213,707,4.0,891544152
372,505,4.0,877099211
455,580,3.0,881375155
619,147,3.0,889987299
660,656,4.0,876013714
473,485,4.0,887924425
244,239,1.0,888513860
84,379,4.0,882995704
732,675,4.0,879535603
199,173,5.0,884128426
805,402,4.0,882388706
814,0,5.0,878691975
34,936,4.0,875459237
200,672,3.0,884140115
150,401,3.0,879543423
6,264,5.0,891350845
330,957,5.0,877196504
885,1018,4.0,876031695
362,195,4.0,891494658
646,195,4.0,876537620
706,1100,4.0,880061652
649,202,3.0,891369924
343,168,5.0,884814457
295,303,3.0,884196149
880,497,4.0,876537577
805,552,3.0,882389831
117,959,5.0,875385136
6,195,5.0,891351432
278,543,1.0,890451433
28,325,2.0,882820869
300,53,3.0,882076587
327,179,4.0,885046134
377,131,4.0,880046256
457,512,4.0,886396314
804,412,2.0,881695414
726,506,2.0,883710948
63,514,5.0,889737478
84,29,3.0,882995290
289,428,4.0,880474606
338,548,4.0,891034040
144,769,1.0,875272245
295,267,4.0,884196238
877,534,1.0,880871600
416,122,2.0,879646500
654,356,4.0,887426864
215,24,3.0,881428365
477,215,5.0,889396029
733,192,4.0,891025340
621,110,4.0,882591014
917,630,4.0,891986664
338,210,5.0,891034215
62,221,3.0,875747635
550,8,5.0,892776982
55,549,4.0,892910860
317,400,3.0,884498292
494,173,5.0,888632319
12,353,2.0,888779458
925,321,2.0,888636270
261,1219,4.0,879794296
15,173,5.0,877719504
881,94,4.0,879877155
803,131,4.0,879445305
328,275,4.0,891655905
294,101,4.0,879518339
343,244,3.0,884813365
84,484,5.0,879454400
670,503,4.0,883949781
372,258,5.0,877098041
789,9,1.0,884461988
353,257,4.0,891180399
537,3,3.0,877107726
20,982,2.0,874951416
550,342,4.0,892775869
552,519,5.0,879949153
607,10,5.0,880405927
471,10,5.0,892790676
379,1038,3.0,885481179
172,327,5.0,877557028
107,930,2.0,879880190
150,377,4.0,879528520
196,32,2.0,891409981
573,753,4.0,891279122
896,226,3.0,879992190
598,287,4.0,880950997
803,181,4.0,879444924
845,226,4.0,883949698
859,203,4.0,885990901
86,65,5.0,879876403
296,306,4.0,878771124
0,177,5.0,878543541
173,722,5.0,886514448
300,514,3.0,882074561
19,93,2.0,879669954
397,428,4.0,875716829
320,704,3.0,879439812
169,748,5.0,887646170
659,119,1.0,891198996
797,196,2.0,875303502
353,169,4.0,891217194
834,370,5.0,891034366
344,683,4.0,884992005
867,1030,1.0,877109535
654,57,3.0,887427600
391,339,5.0,891037437
17,609,4.0,880130861
702,24,3.0,875242683
278,1270,4.0,875659999
647,433,5.0,884628437
451,210,2.0,875266197
465,327,4.0,890284652
714,754,2.0,875964704
407,301,5.0,889679683
715,558,2.0,879796846
311,205,5.0,891699399
895,264,4.0,887158604
478,184,4.0,879461604
626,567,2.0,879531301
869,474,5.0,875051100
694,311,3.0,888806193
429,164,4.0,877226130
279,244,3.0,891700185
101,181,3.0,889362833
889,172,4.0,882575167
850,345,5.0,884831499
300,50,4.0,882078928
89,322,3.0,891382634
36,116,4.0,880915674
390,257,3.0,877398517
662,239,3.0,889493027
726,368,2.0,883709948
606,474,4.0,883879811
619,34,3.0,889988340
560,704,3.0,885808000
180,1386,1.0,878962119
566,178,5.0,882426135
730,189,5.0,886187538
502,658,5.0,880472148
492,805,3.0,884131143
796,268,3.0,879438957
428,653,4.0,882385542
915,1013,3.0,880843683
814,229,5.0,878698098
372,327,4.0,877098041
270,30,4.0,885849325
441,16,4.0,883388535
926,173,3.0,879185327
756,227,4.0,888466461
511,182,5.0,888579474
491,473,5.0,879969879
706,150,4.0,880059810
441,175,5.0,883390284
799,404,4.0,887646705
605,805,5.0,880923579
893,717,3.0,885428386
180,19,1.0,878962919
392,476,3.0,889727833
632,233,4.0,877212594
307,179,5.0,887737997
733,203,4.0,891022938
633,128,4.0,875729105
277,537,4.0,891295164
71,678,2.0,880037164
660,51,4.0,876017029
360,87,4.0,879440974
503,526,4.0,887838624
322,1016,3.0,878739394
542,8,4.0,876382812
196,567,4.0,891410038
189,14,4.0,891033697
839,80,4.0,891204948
478,469,5.0,889125718
528,689,3.0,882535180
605,297,4.0,880920725
850,247,4.0,875730379
626,648,4.0,879530071
803,83,3.0,879445933
607,195,5.0,880405395
548,126,5.0,881672441
233,181,3.0,892078567
292,165,3.0,888905520
585,176,3.0,884061343
238,658,3.0,889179808
285,141,4.0,877534793
453,605,2.0,881960330
626,275,2.0,879530173
576,54,3.0,880474694
716,1050,3.0,884642868
74,823,1.0,884051056
894,741,4.0,879438123
268,161,3.0,891448141
529,99,4.0,883784058
939,473,3.0,885921687
61,231,3.0,879375977
825,623,4.0,885690379
287,213,2.0,886374316
450,689,4.0,879012382
822,196,5.0,878437623
342,465,4.0,876404957
864,239,2.0,880143680
93,205,4.0,891722843
438,404,4.0,882893323
199,742,3.0,891825607
654,1505,3.0,887428871
647,504,4.0,884796652
173,647,5.0,886513648
550,1418,1.0,892785332
682,346,4.0,893286208
664,814,4.0,884290608
633,459,3.0,875729710
188,23,4.0,893264248
193,375,2.0,879528752
862,1021,2.0,889289569
774,312,4.0,891032837
298,497,4.0,878192237
804,558,3.0,881695347
572,346,4.0,885843476
765,90,5.0,891310125
895,140,3.0,887159012
729,267,4.0,880309927
624,738,3.0,891263665
902,210,5.0,891033808
192,342,1.0,889123777
532,235,4.0,890659276
824,843,2.0,892949244
531,917,4.0,893013954
574,167,5.0,878148358
835,191,5.0,885754118
675,344,2.0,892685621
342,54,3.0,876405129
199,322,3.0,884125973
616,495,1.0,883789080
642,65,3.0,891448786
80,273,3.0,876534313
853,923,4.0,882812314
903,1073,4.0,879735710
86,565,5.0,879875775
113,854,3.0,881260473
275,315,4.0,892436314
293,875,3.0,889241633
20,859,2.0,874951727
293,1011,4.0,877819792
245,745,4.0,884922070
292,695,2.0,888905229
607,198,1.0,880403606
619,594,5.0,889987792
248,316,5.0,879572106
599,10,5.0,888451665
57,55,5.0,884305369
748,577,3.0,878850429
275,1179,2.0,877935306
891,124,4.0,886610588
760,1286,1.0,876190072
74,412,2.0,884050979
293,9,3.0,877819490
836,15,2.0,875721793
10,746,3.0,891906426
94,650,5.0,879196594
507,100,5.0,883777430
161,236,4.0,877635980
505,778,2.0,885135954
535,116,4.0,882318415
128,322,1.0,883245452
498,424,3.0,885599474
108,402,5.0,880581719
20,838,1.0,874951797
377,1424,2.0,880056930
16,125,4.0,885272724
879,1180,3.0,880242781
641,400,4.0,885606178
416,182,4.0,879647298
931,99,5.0,891249586
621,88,5.0,882669740
532,132,5.0,879191085
344,707,3.0,884992786
592,14,4.0,875659636
19,193,3.0,879669152
182,269,3.0,891462811
933,312,3.0,891188441
789,37,2.0,885157929
449,300,4.0,882216475
787,962,4.0,880868644
392,116,4.0,887745575
604,190,5.0,879426212
113,658,4.0,881259495
757,87,4.0,881979942
75,768,1.0,882607018
550,654,5.0,892783142
253,553,3.0,886475952
82,404,5.0,887665423
200,728,2.0,884140975
300,232,4.0,882077872
483,97,4.0,891195687
62,136,4.0,875747368
380,215,5.0,892695996
659,357,2.0,891197796
392,1000,4.0,887745410
99,288,3.0,891375359
576,767,3.0,880474787
253,257,4.0,887347560
331,181,5.0,888098088
396,13,3.0,885349348
556,291,4.0,880485019
909,356,4.0,880821718
775,108,4.0,892210576
927,171,5.0,880936769
839,21,3.0,891204265
605,233,4.0,880927179
6,355,4.0,891351728
631,233,3.0,879457641
373,553,2.0,880938370
585,1045,3.0,884064912
71,465,4.0,880037461
867,144,1.0,877109082
338,203,3.0,891033542
115,606,2.0,876453961
499,380,4.0,883875585
214,196,4.0,891435357
644,267,4.0,892051811
536,1084,4.0,886030416
270,61,2.0,885849386
17,403,4.0,880132055
720,357,1.0,877137214
792,814,3.0,875103901
200,122,2.0,884114233
238,88,4.0,889179253
302,124,2.0,879467638
920,283,4.0,879379943
322,97,4.0,878739699
0,128,5.0,887431908
287,63,5.0,886374365
766,171,5.0,891462614
168,259,1.0,891269104
353,511,3.0,891306892
95,478,4.0,884403758
388,603,4.0,879991387
674,530,5.0,889489108
275,232,3.0,874792436
455,792,3.0,881374883
416,222,5.0,879646986
302,442,4.0,879468459
68,11,5.0,882145567
15,227,5.0,877720733
180,1349,1.0,878962120
641,365,4.0,886131707
803,167,5.0,879442377
547,1012,3.0,891043910
647,178,4.0,884368442
250,844,4.0,886272378
536,971,3.0,886032123
238,662,5.0,889180617
144,225,1.0,875272196
346,385,1.0,881654846
827,305,3.0,891033342
495,527,4.0,876065933
377,806,3.0,880334199
910,196,4.0,892842771
737,182,5.0,892844079
893,921,4.0,882404137
668,407,5.0,892549316
640,208,4.0,879370365
845,434,5.0,883948222
424,1596,3.0,878738596
298,172,5.0,889501163
839,510,4.0,891204089
931,509,4.0,891249146
448,1010,4.0,879958685
434,75,3.0,884131328
900,429,3.0,877131416
843,81,3.0,877387857
692,182,2.0,875483301
902,1007,3.0,891031505
520,21,4.0,884477677
787,131,5.0,880869014
267,712,4.0,875742365
641,37,4.0,885843141
180,410,3.0,878963276
485,824,2.0,879875188
11,201,4.0,879959514
850,300,3.0,890343401
926,737,3.0,879196762
513,312,5.0,891900147
449,1159,5.0,886612330
725,254,2.0,889832297
54,49,4.0,878176005
428,1032,1.0,882387350
458,78,3.0,879566291
96,433,4.0,884239791
880,191,5.0,876537577
879,577,3.0,880168411
838,254,3.0,875752138
863,450,4.0,888889563
503,451,2.0,887911974
406,201,4.0,876338150
731,881,5.0,882589819
435,263,2.0,887768669
177,105,2.0,882824983
560,467,1.0,885809291
270,120,2.0,885848132
377,214,4.0,880055336
381,251,2.0,875946262
321,149,4.0,887314027
544,553,3.0,879899497
726,100,2.0,883711771
649,222,3.0,891369656
566,588,5.0,882425932
756,568,3.0,888467400
449,615,4.0,882373597
885,216,2.0,876032776
740,721,3.0,891457528
156,0,5.0,874813703
93,234,4.0,891722980
560,595,2.0,885809958
670,769,2.0,883547351
319,67,5.0,884749327
181,282,2.0,885613153
514,899,4.0,887658975
435,225,4.0,887770640
842,190,3.0,879446755
888,1217,4.0,880178511
627,301,5.0,880776981
96,31,5.0,884239791
867,577,2.0,877112439
909,24,3.0,880822203
69,545,2.0,884066211
628,708,3.0,880117062
57,366,5.0,892243053
416,120,3.0,879646591
541,194,3.0,886532294
532,741,4.0,879192681
493,126,5.0,879541080
497,602,4.0,881955960
829,473,5.0,891898661
93,1225,4.0,891724081
797,401,3.0,875916297
911,191,4.0,875966349
179,371,5.0,877127237
91,672,4.0,875656392
880,520,4.0,876537870
25,677,2.0,891349122
188,484,4.0,893265710
14,878,3.0,879455311
313,6,4.0,877886375
839,492,5.0,891208958
261,65,3.0,879794338
891,126,5.0,886607878
455,962,4.0,881374047
378,338,3.0,883031585
614,13,5.0,879448016
325,87,2.0,879877235
154,323,2.0,879370963
307,613,3.0,887739757
617,63,4.0,891306990
327,689,3.0,885044418
159,446,4.0,876859413
388,1450,5.0,880087544
112,974,5.0,875936424
711,180,5.0,874729901
882,282,4.0,891692742
206,169,4.0,877125221
270,8,4.0,885847738
290,716,3.0,874834388
895,247,4.0,887235249
177,225,4.0,882826187
846,1006,4.0,878775444
129,195,5.0,875801695
679,49,5.0,876816310
379,650,3.0,885478292
485,1196,4.0,879874582
649,280,2.0,891382877
4,376,1.0,878844615
285,172,4.0,877531407
449,400,3.0,882397224
888,522,4.0,880178078
215,248,3.0,880232917
454,583,4.0,879111528
585,467,3.0,884066087
621,384,5.0,882592421
478,687,1.0,887064434
653,1013,3.0,887863981
806,20,4.0,892823188
803,823,3.0,879444133
747,188,4.0,879454749
345,324,1.0,886273717
193,384,2.0,879524643
876,273,4.0,882678105
853,465,3.0,882813761
338,31,5.0,891032255
52,117,4.0,879443253
393,89,3.0,880889528
180,1361,1.0,878962200
376,99,3.0,891298589
178,749,1.0,892151270
706,961,2.0,886285792
268,395,4.0,891451856
531,833,4.0,874796151
775,440,2.0,892920403
692,522,4.0,875482448
497,159,5.0,881958174
254,828,1.0,883216903
712,881,3.0,888881988
523,468,4.0,884636416
746,928,3.0,888733218
266,551,3.0,878973621
184,274,4.0,883524320
61,698,4.0,879375022
535,162,5.0,882360080
23,299,4.0,875245985
764,1008,5.0,880346606
455,58,4.0,881372779
893,743,3.0,880416072
143,7,4.0,888105612
143,962,4.0,888105254
343,227,4.0,884901047
610,905,2.0,891636223
450,983,4.0,879012647
404,1434,1.0,885547735
915,424,5.0,880844102
372,88,5.0,877098821
325,134,3.0,879875852
698,476,3.0,878882411
320,131,5.0,879440342
226,1007,4.0,879036009
559,12,3.0,879976602
398,672,3.0,882343789
175,49,5.0,886047879
869,703,3.0,879714532
734,92,2.0,876698604
338,635,4.0,891035248
599,49,4.0,888451492
159,769,4.0,876861878
630,333,2.0,888464941
275,435,4.0,874792711
469,8,5.0,879178370
459,252,3.0,882912316
942,1329,3.0,888692465
487,492,3.0,891294297
604,152,4.0,879424784
646,256,2.0,876776321
129,741,5.0,876251053
298,1049,4.0,878192721
449,100,5.0,882399359
900,19,1.0,877130406
343,561,2.0,886381985
800,681,5.0,890332775
351,656,4.0,884290428
98,172,4.0,885680062
57,267,5.0,884304288
233,515,3.0,892079140
467,1069,5.0,875301653
365,674,4.0,888857866
719,312,3.0,891262608
623,1015,3.0,879793582
652,332,5.0,878853678
40,422,2.0,890687175
632,109,3.0,877211817
221,464,2.0,878183898
197,1116,3.0,884205252
238,63,1.0,889178616
459,274,3.0,882912261
183,285,4.0,889906905
320,152,4.0,879440746
446,180,5.0,878854520
270,480,3.0,885848559
656,150,4.0,884239886
233,628,4.0,892335042
320,51,3.0,879440612
392,1034,3.0,889731329
6,259,1.0,892130982
757,501,4.0,881978864
775,484,2.0,891628656
529,1299,2.0,890627207
828,0,4.0,891990554
42,48,4.0,883956387
392,238,4.0,889728324
902,466,3.0,891033606
939,357,1.0,884801227
720,698,3.0,877147080
50,183,3.0,883498685
91,1215,4.0,886442386
825,293,4.0,885689918
8,200,5.0,886960055
676,147,4.0,889399265
858,248,5.0,885775086
362,283,2.0,891495987
379,427,3.0,885480320
921,67,4.0,891450586
300,603,4.0,882075994
832,1180,1.0,875133458
664,416,3.0,884293569
787,132,5.0,880868473
341,293,3.0,874984067
607,8,4.0,880403765
337,309,3.0,879437522
266,152,5.0,878974783
302,799,3.0,879485352
824,824,4.0,881187129
10,427,4.0,891905032
292,976,2.0,888908088
310,377,5.0,884366363
762,366,3.0,878918871
329,99,4.0,876544277
406,66,1.0,876339975
797,826,4.0,875637541
140,983,4.0,886447880
847,944,5.0,887043821
910,472,3.0,892840996
100,180,4.0,877137015
897,750,3.0,888294621
84,1165,4.0,879455021
863,152,5.0,888886946
811,291,3.0,877625610
902,174,4.0,891032760
12,335,2.0,882140848
536,18,4.0,886030051
214,179,3.0,891435060
6,384,5.0,891351585
649,242,2.0,891369215
485,1141,5.0,879874725
6,184,5.0,892135346
10,14,5.0,891903067
804,107,3.0,881705082
109,1245,2.0,886989613
238,426,5.0,889180888
379,711,2.0,885480585
803,1221,3.0,879446276
82,21,5.0,880307724
822,720,4.0,878438695
289,825,2.0,880732271
806,172,3.0,892528285
256,1159,4.0,882049973
206,202,3.0,877124625
523,460,3.0,884635287
17,70,4.0,880131236
94,63,5.0,879197685
404,93,5.0,885547408
869,1043,2.0,879714772
388,670,5.0,880087516
290,120,2.0,874805984
644,133,5.0,892054364
0,239,3.0,875071898
797,89,3.0,875914860
770,49,4.0,880659347
285,393,5.0,877534771
586,304,4.0,892871068
674,311,2.0,889488624
416,89,3.0,879649107
452,409,4.0,877552951
912,587,3.0,881449256
335,1078,1.0,877757094
215,128,4.0,880232615
652,1132,2.0,880153674
373,160,5.0,880938965
294,21,4.0,879517372
0,191,4.0,875072547
436,414,4.0,880143591
579,0,3.0,884125243
720,76,5.0,877147200
628,192,5.0,880117565
829,209,5.0,891561607
537,49,5.0,877107656
12,60,4.0,882140552
621,117,1.0,882591663
526,13,2.0,879456663
870,271,2.0,888192859
895,257,5.0,887157258
642,32,3.0,891449417
346,391,2.0,881654592
373,924,3.0,880394301
885,745,3.0,876032473
325,443,4.0,879877413
180,321,1.0,878961814
581,1013,4.0,882962247
71,186,4.0,880036638
362,1013,1.0,891499760
84,464,4.0,879454437
385,404,4.0,877655145
311,488,5.0,891699321
12,704,5.0,884538766
266,449,2.0,878974128
829,402,4.0,891561806
319,691,4.0,884750968
866,510,5.0,880078371
752,63,4.0,891402379
604,404,3.0,879429706
885,549,4.0,876034228
350,872,3.0,879481643
383,988,4.0,891273905
671,475,5.0,879789462
306,579,4.0,879283514
186,212,4.0,879465858
386,232,3.0,886483151
528,259,4.0,882535693
489,1382,1.0,875428417
681,584,4.0,888522021
528,320,4.0,882535353
343,534,3.0,889814539
880,280,3.0,876536439
61,133,4.0,879373768
565,180,2.0,881649985
772,237,4.0,888539347
342,156,4.0,876405045
891,662,5.0,886609330
322,256,2.0,878739393
144,330,3.0,879161554
664,239,5.0,884291271
550,402,3.0,892782807
390,481,4.0,877399380
895,1621,2.0,887160296
302,49,5.0,879466866
100,122,2.0,877136186
781,260,2.0,891498865
345,1109,1.0,875264985
223,211,1.0,888104188
12,746,4.0,882140624
803,1059,3.0,879443918
708,768,3.0,879848239
550,565,5.0,892783212
715,650,5.0,879796278
292,548,3.0,888907166
448,275,5.0,879958705
387,8,3.0,886437226
317,63,4.0,884495590
663,68,3.0,876525364
658,447,4.0,891385438
74,124,3.0,884050164
328,126,4.0,891655741
575,6,5.0,886985003
180,1342,1.0,878962199
455,176,4.0,881373900
449,415,5.0,882395779
156,404,3.0,886890342
126,749,1.0,884363851
473,98,4.0,887927339
317,13,4.0,884471030
155,57,4.0,888185906
475,737,3.0,883364812
108,1073,4.0,880583308
436,69,3.0,881002161
358,285,5.0,886453161
765,495,5.0,891309767
403,686,3.0,883790465
795,356,4.0,892662400
454,123,4.0,879109594
656,110,5.0,884239368
338,446,4.0,891034923
710,282,4.0,876185788
757,217,4.0,881977487
36,824,2.0,880915565
233,1185,4.0,892335707
551,321,3.0,879220760
302,830,4.0,879544080
306,400,1.0,879114143
806,226,4.0,892529805
689,215,4.0,881177302
565,384,3.0,881650825
449,903,5.0,889568507
939,526,3.0,885921710
571,1136,3.0,879449708
233,6,2.0,891227813
888,176,4.0,880178183
138,245,4.0,879538218
292,1297,3.0,888906045
114,236,2.0,881171075
746,523,5.0,888640222
341,128,5.0,874984684
835,209,4.0,885754058
333,190,4.0,891545793
294,215,5.0,879517580
41,624,3.0,881108873
302,745,4.0,879467514
404,691,5.0,885547177
756,3,5.0,888466461
393,357,3.0,880886546
118,406,3.0,887038665
748,739,3.0,878847716
814,1132,3.0,878697466
519,241,5.0,885168819
443,327,5.0,890247082
243,814,4.0,880605185
123,167,5.0,890287645
839,97,5.0,891204160
711,1219,5.0,874729996
870,96,3.0,888193541
229,370,4.0,880485330
930,120,2.0,891036604
91,824,4.0,875640487
114,173,5.0,881171137
416,731,4.0,879647825
879,122,4.0,880167247
342,89,4.0,876406677
91,635,3.0,875812064
654,581,2.0,887427131
862,353,1.0,889289191
880,224,2.0,876536012
221,227,5.0,878181869
193,3,4.0,879521397
726,482,4.0,883710236
415,1539,4.0,893142245
459,303,2.0,882911101
664,182,4.0,884293933
787,644,3.0,880870626
212,23,5.0,878870846
404,28,4.0,885545639
221,312,4.0,883814858
900,49,4.0,877126576
278,1484,4.0,878262195
310,403,3.0,884365406
898,171,4.0,884121089
747,95,5.0,879454662
404,585,4.0,885548136
274,448,3.0,876198328
304,162,3.0,886325627
822,1106,3.0,878438332
754,936,4.0,882569604
804,760,3.0,881695040
714,155,4.0,875964438
296,214,2.0,875240133
708,545,4.0,879848475
279,696,5.0,891701506
404,340,1.0,885549904
441,221,3.0,883391221
398,21,3.0,882342834
88,386,5.0,879459909
343,38,3.0,884901290
716,747,3.0,884641884
452,185,4.0,877554466
880,819,2.0,876537285
876,270,4.0,882676507
307,664,4.0,887741003
22,7,4.0,874785474
410,208,4.0,891035550
327,61,3.0,885049275
505,72,4.0,874873703
906,236,5.0,880159059
279,721,3.0,891702122
730,65,4.0,886184577
830,55,5.0,891354751
314,672,4.0,879821267
231,689,4.0,880062259
70,356,5.0,885016495
693,510,5.0,875728048
589,297,2.0,879438911
456,475,2.0,882392810
692,63,3.0,875482136
770,68,5.0,880659606
20,105,2.0,874951447
5,305,4.0,883268246
199,741,4.0,876042133
584,69,5.0,891286256
444,273,2.0,891200164
358,294,3.0,886453325
624,545,2.0,891273897
206,865,3.0,876079054
42,7,4.0,875975717
206,210,5.0,878191679
267,1034,2.0,875542174
926,23,3.0,879181042
488,983,5.0,891362904
560,18,3.0,885808673
105,1027,3.0,883876085
94,647,3.0,888954170
628,264,4.0,880116887
41,587,5.0,881108147
270,712,4.0,885847800
659,174,3.0,891199367
200,1267,4.0,884112077
377,1167,3.0,880333383
186,172,5.0,879465307
200,81,4.0,884114471
392,402,3.0,889727503
576,185,4.0,880472153
755,81,3.0,874830748
10,520,2.0,891904174
795,388,4.0,893219092
869,57,5.0,875050723
868,49,4.0,884490892
125,677,3.0,887855283
129,716,3.0,874953928
377,97,5.0,880045760
320,133,3.0,879438607
647,568,3.0,884883578
803,395,3.0,879445956
345,517,4.0,874948889
560,238,3.0,885809336
255,30,5.0,882164867
747,812,4.0,879454497
882,123,5.0,891717419
279,430,4.0,891701531
391,344,4.0,891037385
898,176,3.0,884122367
390,496,3.0,877399133
384,110,2.0,879440267
621,796,2.0,882670862
261,450,4.0,879794446
90,135,4.0,891438909
536,663,3.0,886031634
406,971,3.0,876340120
737,226,4.0,875353533
827,509,3.0,891037231
9,268,4.0,877886162
772,530,5.0,888538853
78,136,4.0,891271870
447,311,1.0,891888653
931,482,5.0,891249962
867,731,3.0,877107416
266,621,3.0,878974077
69,761,3.0,884066399
428,72,3.0,882387505
795,214,5.0,892676115
400,274,4.0,891032271
385,272,3.0,877655028
711,587,4.0,874956515
129,83,4.0,876252497
523,1040,2.0,884636746
319,1214,1.0,884749097
803,104,3.0,879444077
436,22,4.0,880140288
673,120,4.0,887762881
398,1278,3.0,882341625
536,110,3.0,886030077
42,273,5.0,883955441
182,1158,3.0,891479702
30,318,4.0,881547788
200,466,2.0,884139983
560,272,5.0,885808824
486,332,3.0,883440491
115,324,3.0,876452186
292,1134,3.0,888907575
57,175,4.0,884304936
329,464,5.0,876547250
55,55,5.0,892676376
455,921,4.0,881371595
704,232,3.0,883428154
307,568,3.0,887740410
621,832,4.0,882590955
806,658,4.0,892977077
206,209,3.0,878191574
82,727,4.0,880308909
326,644,4.0,887818991
55,183,4.0,892679088
805,407,5.0,882385237
253,125,3.0,887347350
74,293,3.0,884049758
192,1073,3.0,889126453
609,515,3.0,888703710
642,120,4.0,891445741
923,116,2.0,887421305
256,306,4.0,879029581
362,473,5.0,891494929
613,125,4.0,879464183
143,134,5.0,888105364
197,322,2.0,884204637
456,240,3.0,882398086
692,332,3.0,875481397
803,987,4.0,879440663
19,377,3.0,879669630
822,151,5.0,878437703
824,325,4.0,886696420
681,181,4.0,888523619
803,364,4.0,879446194
183,1120,4.0,889910545
124,93,5.0,892839065
465,225,4.0,890285034
